,Age,Gender,O,C,E,A,N,Hassle,Severity
106,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,48,3
107,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,15,4
108,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,38,4
109,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,3,2
110,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,0,2
111,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,24,2
112,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,20,5
113,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,47,4
114,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,35,4
115,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,33,2
116,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,49,2
117,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,29,3
118,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,6,3
119,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,19,3
120,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,50,2
121,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,27,5
122,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,28,4
123,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,12,4
124,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,10,5
125,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,21,4
126,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,31,5
127,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,45,5
128,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,32,4
129,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,43,4
130,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,30,4
131,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,44,4
132,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,42,4
133,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,9,4
134,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,26,3
135,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,37,3
136,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,14,3
137,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,46,3
138,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,11,3
139,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,39,3
140,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,4,3
141,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,51,3
142,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,34,4
143,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,23,3
144,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,8,4
145,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,36,5
146,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,40,4
147,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,7,4
148,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,5,4
149,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,18,4
150,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,2,4
151,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,17,4
152,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,13,3
153,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,16,3
154,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,1,3
155,19,0,14.0,9.0,18.666666666666668,33.0,21.714285714285715,22,3
156,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,25,2
157,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,41,1
158,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,48,1
159,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,15,4
160,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,38,3
161,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,3,4
162,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,0,2
163,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,24,3
164,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,20,4
165,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,47,2
166,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,35,3
167,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,33,1
168,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,49,2
169,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,29,1
170,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,6,2
171,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,19,4
172,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,50,1
173,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,27,5
174,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,28,3
175,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,12,4
176,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,10,4
177,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,21,4
178,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,31,3
179,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,45,4
180,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,32,3
181,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,43,4
182,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,30,3
183,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,44,4
184,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,42,4
185,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,9,4
186,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,26,2
187,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,37,3
188,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,14,5
189,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,46,2
190,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,11,4
191,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,39,4
192,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,4,4
193,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,51,3
194,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,34,4
195,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,23,2
196,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,8,3
197,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,36,4
198,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,40,2
199,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,7,2
200,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,5,2
201,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,18,2
202,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,2,3
203,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,17,3
204,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,13,3
205,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,16,2
206,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,1,3
207,20,0,22.0,15.857142857142854,8.0,22.714285714285715,26.285714285714285,22,3
208,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,25,4
209,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,41,3
210,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,48,4
211,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,15,5
212,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,38,5
213,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,3,5
214,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,0,5
215,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,24,4
216,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,20,5
217,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,47,5
218,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,35,4
219,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,33,4
220,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,49,4
221,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,29,3
222,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,6,4
223,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,19,4
224,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,50,4
225,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,27,5
226,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,28,3
227,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,12,3
228,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,10,5
229,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,21,5
230,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,31,5
231,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,45,5
232,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,32,4
233,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,43,5
234,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,30,3
235,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,44,4
236,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,42,1
237,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,9,5
238,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,26,3
239,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,37,4
240,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,14,5
241,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,46,5
242,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,11,4
243,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,39,4
244,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,4,4
245,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,51,4
246,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,34,4
247,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,23,4
248,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,8,5
249,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,36,5
250,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,40,4
251,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,7,4
252,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,5,4
253,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,18,5
254,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,2,5
255,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,17,5
256,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,13,3
257,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,16,5
258,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,1,5
259,22,0,16.0,22.714285714285708,38.222222222222214,36.42857142857143,24.0,22,4
260,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,25,2
261,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,41,2
262,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,48,1
263,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,15,1
264,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,38,2
265,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,3,1
266,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,0,1
267,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,24,1
268,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,20,2
269,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,47,1
270,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,35,2
271,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,33,2
272,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,49,1
273,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,29,1
274,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,6,1
275,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,19,1
276,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,50,2
277,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,27,1
278,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,28,1
279,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,12,1
280,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,10,1
281,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,21,1
282,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,31,3
283,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,45,2
284,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,32,2
285,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,43,1
286,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,30,3
287,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,44,2
288,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,42,1
289,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,9,1
290,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,26,2
291,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,37,4
292,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,14,4
293,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,46,5
294,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,11,3
295,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,39,2
296,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,4,2
297,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,51,1
298,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,34,1
299,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,23,1
300,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,8,1
301,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,36,1
302,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,40,1
303,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,7,1
304,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,5,1
305,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,18,2
306,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,2,2
307,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,17,1
308,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,13,1
309,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,16,1
310,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,1,1
311,21,0,32.0,29.57142857142857,40.0,31.285714285714285,26.285714285714285,22,1
312,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,25,1
313,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,41,2
314,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,48,5
315,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,15,3
316,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,38,5
317,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,3,3
318,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,0,2
319,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,24,5
320,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,20,5
321,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,47,4
322,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,35,3
323,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,33,2
324,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,49,5
325,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,29,3
326,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,6,5
327,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,19,2
328,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,50,2
329,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,27,1
330,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,28,2
331,20,0,34.0,17.57142857142857,25.777777777777775,21.0,30.85714285714286,12,1
