Age,Gender,O,C,E,A,N,Hassle,Severity
21,Female,40,27,20,18,27,Too many interruptions,2
21,Female,40,27,20,18,27,Not enough time for entertainment and recreation,1
21,Female,40,27,20,18,27,Too many meetings,1
21,Female,40,27,20,18,27,Social obligations,1
21,Female,40,27,20,18,27,Concerns about meeting high standards,3
21,Female,40,27,20,18,27,Noise,2
21,Female,40,27,20,18,27,Pollution,1
21,Female,40,27,20,18,27,Crime,2
21,Female,40,27,20,18,27,Traffic,2
21,Female,40,27,20,18,27,Concerns about news events,1
21,Female,40,27,20,18,27,Rising prices of common goods,1
21,Female,40,27,20,18,27,Concerns about accidents,1
21,Female,40,27,20,18,27,Yardwork or outside home maintenance,1
21,Female,40,27,20,18,27,Overloaded with family responsibilities,1
21,Female,40,27,20,18,27,Home maintenance (inside),2
21,Female,40,27,20,18,27,Concerns about medical treatment,1
21,Female,40,27,20,18,27,Physical illness,1
21,Female,40,27,20,18,27,Side effects of medication,1
21,Female,40,27,20,18,27,Concerns about health in general,2
21,Female,40,27,20,18,27,Concerns about bodily functions,1
21,Female,40,27,20,18,27,Dissatisfaction with academic performance,1
21,Female,40,27,20,18,27,Challenges with instructors,1
21,Female,40,27,20,18,27,Discontent with current academic responsibilities,1
21,Female,40,27,20,18,27,Concerns regarding academic transitions,1
21,Female,40,27,20,18,27,Difficulties with peers or classmates,1
21,Female,40,27,20,18,27,Challenges in managing group projects,1
21,Female,40,27,20,18,27,Getting late to class,1
19,Female,30,21,19,32,24,Misplacing or losing things,3
19,Female,30,21,19,32,24,Silly practical mistakes,3
19,Female,30,21,19,32,24,Trouble with pets,3
19,Female,30,21,19,32,24,Difficulties with friends,4
19,Female,30,21,19,32,24,Regrets over past decision/s,4
19,Female,30,21,19,32,24,Concerned about the meaning of life,2
19,Female,30,21,19,32,24,Being lonely,2
19,Female,30,21,19,32,24,Inability to express oneself,2
19,Female,30,21,19,32,24,Fear of rejection,5
19,Female,30,21,19,32,24,Trouble making decisions,4
19,Female,30,21,19,32,24,Physical appearance,4
19,Female,30,21,19,32,24,Not seeing people,2
19,Female,30,21,19,32,24,Troubling thoughts about one’s future,2
19,Female,30,21,19,32,24,Not enough personal energy,3
19,Female,30,21,19,32,24,Concerns about getting ahead,3
19,Female,30,21,19,32,24,Fear of confrontation,3
19,Female,30,21,19,32,24,Wasting time,2
19,Female,30,21,19,32,24,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
19,Female,30,21,19,32,24,Not enough money for wants (entertainment and recreation),4
19,Female,30,21,19,32,24,Concerns about owing money,4
19,Female,30,21,19,32,24,Concerns about money for emergencies,5
19,Female,30,21,19,32,24,Financial security,4
19,Female,30,21,19,32,24,Not enough time to do things one needs to,5
19,Female,30,21,19,32,24,Too many responsibilities,5
19,Female,30,21,19,32,24,Not getting enough rest,4
19,Female,30,21,19,32,24,Too many interruptions,4
19,Female,30,21,19,32,24,Not enough time for entertainment and recreation,4
19,Female,30,21,19,32,24,Too many meetings,4
19,Female,30,21,19,32,24,Social obligations,4
19,Female,30,21,19,32,24,Concerns about meeting high standards,4
19,Female,30,21,19,32,24,Noise,3
19,Female,30,21,19,32,24,Pollution,3
19,Female,30,21,19,32,24,Crime,3
19,Female,30,21,19,32,24,Traffic,3
19,Female,30,21,19,32,24,Concerns about news events,3
19,Female,30,21,19,32,24,Rising prices of common goods,3
19,Female,30,21,19,32,24,Concerns about accidents,3
19,Female,30,21,19,32,24,Yardwork or outside home maintenance,3
19,Female,30,21,19,32,24,Overloaded with family responsibilities,4
19,Female,30,21,19,32,24,Home maintenance (inside),3
19,Female,30,21,19,32,24,Concerns about medical treatment,4
19,Female,30,21,19,32,24,Physical illness,5
19,Female,30,21,19,32,24,Side effects of medication,4
19,Female,30,21,19,32,24,Concerns about health in general,4
19,Female,30,21,19,32,24,Concerns about bodily functions,4
19,Female,30,21,19,32,24,Dissatisfaction with academic performance,4
19,Female,30,21,19,32,24,Challenges with instructors,4
19,Female,30,21,19,32,24,Discontent with current academic responsibilities,4
19,Female,30,21,19,32,24,Concerns regarding academic transitions,3
19,Female,30,21,19,32,24,Difficulties with peers or classmates,3
19,Female,30,21,19,32,24,Challenges in managing group projects,3
19,Female,30,21,19,32,24,Getting late to class,3
20,Female,34,25,13,26,26,Misplacing or losing things,2
20,Female,34,25,13,26,26,Silly practical mistakes,1
20,Female,34,25,13,26,26,Trouble with pets,1
20,Female,34,25,13,26,26,Difficulties with friends,4
20,Female,34,25,13,26,26,Regrets over past decision/s,3
20,Female,34,25,13,26,26,Concerned about the meaning of life,4
20,Female,34,25,13,26,26,Being lonely,2
20,Female,34,25,13,26,26,Inability to express oneself,3
20,Female,34,25,13,26,26,Fear of rejection,4
20,Female,34,25,13,26,26,Trouble making decisions,2
20,Female,34,25,13,26,26,Physical appearance,3
20,Female,34,25,13,26,26,Not seeing people,1
20,Female,34,25,13,26,26,Troubling thoughts about one’s future,2
20,Female,34,25,13,26,26,Not enough personal energy,1
20,Female,34,25,13,26,26,Concerns about getting ahead,2
20,Female,34,25,13,26,26,Fear of confrontation,4
20,Female,34,25,13,26,26,Wasting time,1
20,Female,34,25,13,26,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
20,Female,34,25,13,26,26,Not enough money for wants (entertainment and recreation),3
20,Female,34,25,13,26,26,Concerns about owing money,4
20,Female,34,25,13,26,26,Concerns about money for emergencies,4
20,Female,34,25,13,26,26,Financial security,4
20,Female,34,25,13,26,26,Not enough time to do things one needs to,3
20,Female,34,25,13,26,26,Too many responsibilities,4
20,Female,34,25,13,26,26,Not getting enough rest,3
20,Female,34,25,13,26,26,Too many interruptions,4
20,Female,34,25,13,26,26,Not enough time for entertainment and recreation,3
20,Female,34,25,13,26,26,Too many meetings,4
20,Female,34,25,13,26,26,Social obligations,4
20,Female,34,25,13,26,26,Concerns about meeting high standards,4
20,Female,34,25,13,26,26,Noise,2
20,Female,34,25,13,26,26,Pollution,3
20,Female,34,25,13,26,26,Crime,5
20,Female,34,25,13,26,26,Traffic,2
20,Female,34,25,13,26,26,Concerns about news events,4
20,Female,34,25,13,26,26,Rising prices of common goods,4
20,Female,34,25,13,26,26,Concerns about accidents,4
20,Female,34,25,13,26,26,Yardwork or outside home maintenance,3
20,Female,34,25,13,26,26,Overloaded with family responsibilities,4
20,Female,34,25,13,26,26,Home maintenance (inside),2
20,Female,34,25,13,26,26,Concerns about medical treatment,3
20,Female,34,25,13,26,26,Physical illness,4
20,Female,34,25,13,26,26,Side effects of medication,2
20,Female,34,25,13,26,26,Concerns about health in general,2
20,Female,34,25,13,26,26,Concerns about bodily functions,2
20,Female,34,25,13,26,26,Dissatisfaction with academic performance,2
20,Female,34,25,13,26,26,Challenges with instructors,3
20,Female,34,25,13,26,26,Discontent with current academic responsibilities,3
20,Female,34,25,13,26,26,Concerns regarding academic transitions,3
20,Female,34,25,13,26,26,Difficulties with peers or classmates,2
20,Female,34,25,13,26,26,Challenges in managing group projects,3
20,Female,34,25,13,26,26,Getting late to class,3
22,Female,31,29,30,34,25,Misplacing or losing things,4
22,Female,31,29,30,34,25,Silly practical mistakes,3
22,Female,31,29,30,34,25,Trouble with pets,4
22,Female,31,29,30,34,25,Difficulties with friends,5
22,Female,31,29,30,34,25,Regrets over past decision/s,5
22,Female,31,29,30,34,25,Concerned about the meaning of life,5
22,Female,31,29,30,34,25,Being lonely,5
22,Female,31,29,30,34,25,Inability to express oneself,4
22,Female,31,29,30,34,25,Fear of rejection,5
22,Female,31,29,30,34,25,Trouble making decisions,5
22,Female,31,29,30,34,25,Physical appearance,4
22,Female,31,29,30,34,25,Not seeing people,4
22,Female,31,29,30,34,25,Troubling thoughts about one’s future,4
22,Female,31,29,30,34,25,Not enough personal energy,3
22,Female,31,29,30,34,25,Concerns about getting ahead,4
22,Female,31,29,30,34,25,Fear of confrontation,4
22,Female,31,29,30,34,25,Wasting time,4
22,Female,31,29,30,34,25,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",5
22,Female,31,29,30,34,25,Not enough money for wants (entertainment and recreation),3
22,Female,31,29,30,34,25,Concerns about owing money,3
22,Female,31,29,30,34,25,Concerns about money for emergencies,5
22,Female,31,29,30,34,25,Financial security,5
22,Female,31,29,30,34,25,Not enough time to do things one needs to,5
22,Female,31,29,30,34,25,Too many responsibilities,5
22,Female,31,29,30,34,25,Not getting enough rest,4
22,Female,31,29,30,34,25,Too many interruptions,5
22,Female,31,29,30,34,25,Not enough time for entertainment and recreation,3
22,Female,31,29,30,34,25,Too many meetings,4
22,Female,31,29,30,34,25,Social obligations,1
22,Female,31,29,30,34,25,Concerns about meeting high standards,5
22,Female,31,29,30,34,25,Noise,3
22,Female,31,29,30,34,25,Pollution,4
22,Female,31,29,30,34,25,Crime,5
22,Female,31,29,30,34,25,Traffic,5
22,Female,31,29,30,34,25,Concerns about news events,4
22,Female,31,29,30,34,25,Rising prices of common goods,4
22,Female,31,29,30,34,25,Concerns about accidents,4
22,Female,31,29,30,34,25,Yardwork or outside home maintenance,4
22,Female,31,29,30,34,25,Overloaded with family responsibilities,4
22,Female,31,29,30,34,25,Home maintenance (inside),4
22,Female,31,29,30,34,25,Concerns about medical treatment,5
22,Female,31,29,30,34,25,Physical illness,5
22,Female,31,29,30,34,25,Side effects of medication,4
22,Female,31,29,30,34,25,Concerns about health in general,4
22,Female,31,29,30,34,25,Concerns about bodily functions,4
22,Female,31,29,30,34,25,Dissatisfaction with academic performance,5
22,Female,31,29,30,34,25,Challenges with instructors,5
22,Female,31,29,30,34,25,Discontent with current academic responsibilities,5
22,Female,31,29,30,34,25,Concerns regarding academic transitions,3
22,Female,31,29,30,34,25,Difficulties with peers or classmates,5
22,Female,31,29,30,34,25,Challenges in managing group projects,5
22,Female,31,29,30,34,25,Getting late to class,4
21,Female,39,33,31,31,26,Misplacing or losing things,2
21,Female,39,33,31,31,26,Silly practical mistakes,2
21,Female,39,33,31,31,26,Trouble with pets,1
21,Female,39,33,31,31,26,Difficulties with friends,1
21,Female,39,33,31,31,26,Regrets over past decision/s,2
21,Female,39,33,31,31,26,Concerned about the meaning of life,1
21,Female,39,33,31,31,26,Being lonely,1
21,Female,39,33,31,31,26,Inability to express oneself,1
21,Female,39,33,31,31,26,Fear of rejection,2
21,Female,39,33,31,31,26,Trouble making decisions,1
21,Female,39,33,31,31,26,Physical appearance,2
21,Female,39,33,31,31,26,Not seeing people,2
21,Female,39,33,31,31,26,Troubling thoughts about one’s future,1
21,Female,39,33,31,31,26,Not enough personal energy,1
21,Female,39,33,31,31,26,Concerns about getting ahead,1
21,Female,39,33,31,31,26,Fear of confrontation,1
21,Female,39,33,31,31,26,Wasting time,2
21,Female,39,33,31,31,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
21,Female,39,33,31,31,26,Not enough money for wants (entertainment and recreation),1
21,Female,39,33,31,31,26,Concerns about owing money,1
21,Female,39,33,31,31,26,Concerns about money for emergencies,1
21,Female,39,33,31,31,26,Financial security,1
21,Female,39,33,31,31,26,Not enough time to do things one needs to,3
21,Female,39,33,31,31,26,Too many responsibilities,2
21,Female,39,33,31,31,26,Not getting enough rest,2
21,Female,39,33,31,31,26,Too many interruptions,1
21,Female,39,33,31,31,26,Not enough time for entertainment and recreation,3
21,Female,39,33,31,31,26,Too many meetings,2
21,Female,39,33,31,31,26,Social obligations,1
21,Female,39,33,31,31,26,Concerns about meeting high standards,1
21,Female,39,33,31,31,26,Noise,2
21,Female,39,33,31,31,26,Pollution,4
21,Female,39,33,31,31,26,Crime,4
21,Female,39,33,31,31,26,Traffic,5
21,Female,39,33,31,31,26,Concerns about news events,3
21,Female,39,33,31,31,26,Rising prices of common goods,2
21,Female,39,33,31,31,26,Concerns about accidents,2
21,Female,39,33,31,31,26,Yardwork or outside home maintenance,1
21,Female,39,33,31,31,26,Overloaded with family responsibilities,1
21,Female,39,33,31,31,26,Home maintenance (inside),1
21,Female,39,33,31,31,26,Concerns about medical treatment,1
21,Female,39,33,31,31,26,Physical illness,1
21,Female,39,33,31,31,26,Side effects of medication,1
21,Female,39,33,31,31,26,Concerns about health in general,1
21,Female,39,33,31,31,26,Concerns about bodily functions,1
21,Female,39,33,31,31,26,Dissatisfaction with academic performance,2
21,Female,39,33,31,31,26,Challenges with instructors,2
21,Female,39,33,31,31,26,Discontent with current academic responsibilities,1
21,Female,39,33,31,31,26,Concerns regarding academic transitions,1
21,Female,39,33,31,31,26,Difficulties with peers or classmates,1
21,Female,39,33,31,31,26,Challenges in managing group projects,1
21,Female,39,33,31,31,26,Getting late to class,1
20,Female,40,26,23,25,28,Misplacing or losing things,1
20,Female,40,26,23,25,28,Silly practical mistakes,2
20,Female,40,26,23,25,28,Trouble with pets,5
20,Female,40,26,23,25,28,Difficulties with friends,3
20,Female,40,26,23,25,28,Regrets over past decision/s,5
20,Female,40,26,23,25,28,Concerned about the meaning of life,3
20,Female,40,26,23,25,28,Being lonely,2
20,Female,40,26,23,25,28,Inability to express oneself,5
20,Female,40,26,23,25,28,Fear of rejection,5
20,Female,40,26,23,25,28,Trouble making decisions,4
20,Female,40,26,23,25,28,Physical appearance,3
20,Female,40,26,23,25,28,Not seeing people,2
20,Female,40,26,23,25,28,Troubling thoughts about one’s future,5
20,Female,40,26,23,25,28,Not enough personal energy,3
20,Female,40,26,23,25,28,Concerns about getting ahead,5
20,Female,40,26,23,25,28,Fear of confrontation,2
20,Female,40,26,23,25,28,Wasting time,2
20,Female,40,26,23,25,28,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
20,Female,40,26,23,25,28,Not enough money for wants (entertainment and recreation),2
20,Female,40,26,23,25,28,Concerns about owing money,1
20,Female,40,26,23,25,28,Concerns about money for emergencies,1
20,Female,40,26,23,25,28,Financial security,2
20,Female,40,26,23,25,28,Not enough time to do things one needs to,3
20,Female,40,26,23,25,28,Too many responsibilities,3
20,Female,40,26,23,25,28,Not getting enough rest,4
20,Female,40,26,23,25,28,Too many interruptions,3
20,Female,40,26,23,25,28,Not enough time for entertainment and recreation,2
20,Female,40,26,23,25,28,Too many meetings,2
20,Female,40,26,23,25,28,Social obligations,3
20,Female,40,26,23,25,28,Concerns about meeting high standards,5
20,Female,40,26,23,25,28,Noise,1
20,Female,40,26,23,25,28,Pollution,2
20,Female,40,26,23,25,28,Crime,2
20,Female,40,26,23,25,28,Traffic,3
20,Female,40,26,23,25,28,Concerns about news events,2
20,Female,40,26,23,25,28,Rising prices of common goods,3
20,Female,40,26,23,25,28,Concerns about accidents,3
20,Female,40,26,23,25,28,Yardwork or outside home maintenance,1
20,Female,40,26,23,25,28,Overloaded with family responsibilities,1
20,Female,40,26,23,25,28,Home maintenance (inside),1
20,Female,40,26,23,25,28,Concerns about medical treatment,1
20,Female,40,26,23,25,28,Physical illness,1
20,Female,40,26,23,25,28,Side effects of medication,2
20,Female,40,26,23,25,28,Concerns about health in general,2
20,Female,40,26,23,25,28,Concerns about bodily functions,2
20,Female,40,26,23,25,28,Dissatisfaction with academic performance,5
20,Female,40,26,23,25,28,Challenges with instructors,3
20,Female,40,26,23,25,28,Discontent with current academic responsibilities,5
20,Female,40,26,23,25,28,Concerns regarding academic transitions,4
20,Female,40,26,23,25,28,Difficulties with peers or classmates,3
20,Female,40,26,23,25,28,Challenges in managing group projects,3
20,Female,40,26,23,25,28,Getting late to class,1
21,Female,34,31,20,28,26,Misplacing or losing things,2
21,Female,34,31,20,28,26,Silly practical mistakes,3
21,Female,34,31,20,28,26,Trouble with pets,3
21,Female,34,31,20,28,26,Difficulties with friends,3
21,Female,34,31,20,28,26,Regrets over past decision/s,4
21,Female,34,31,20,28,26,Concerned about the meaning of life,2
21,Female,34,31,20,28,26,Being lonely,2
21,Female,34,31,20,28,26,Inability to express oneself,3
21,Female,34,31,20,28,26,Fear of rejection,3
21,Female,34,31,20,28,26,Trouble making decisions,3
21,Female,34,31,20,28,26,Physical appearance,3
21,Female,34,31,20,28,26,Not seeing people,2
21,Female,34,31,20,28,26,Troubling thoughts about one’s future,3
21,Female,34,31,20,28,26,Not enough personal energy,3
21,Female,34,31,20,28,26,Concerns about getting ahead,3
21,Female,34,31,20,28,26,Fear of confrontation,4
21,Female,34,31,20,28,26,Wasting time,3
21,Female,34,31,20,28,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",4
21,Female,34,31,20,28,26,Not enough money for wants (entertainment and recreation),2
21,Female,34,31,20,28,26,Concerns about owing money,3
21,Female,34,31,20,28,26,Concerns about money for emergencies,5
21,Female,34,31,20,28,26,Financial security,3
21,Female,34,31,20,28,26,Not enough time to do things one needs to,3
21,Female,34,31,20,28,26,Too many responsibilities,4
21,Female,34,31,20,28,26,Not getting enough rest,3
21,Female,34,31,20,28,26,Too many interruptions,3
21,Female,34,31,20,28,26,Not enough time for entertainment and recreation,2
21,Female,34,31,20,28,26,Too many meetings,3
21,Female,34,31,20,28,26,Social obligations,3
21,Female,34,31,20,28,26,Concerns about meeting high standards,4
21,Female,34,31,20,28,26,Noise,2
21,Female,34,31,20,28,26,Pollution,3
21,Female,34,31,20,28,26,Crime,4
21,Female,34,31,20,28,26,Traffic,3
21,Female,34,31,20,28,26,Concerns about news events,3
21,Female,34,31,20,28,26,Rising prices of common goods,3
21,Female,34,31,20,28,26,Concerns about accidents,4
21,Female,34,31,20,28,26,Yardwork or outside home maintenance,3
21,Female,34,31,20,28,26,Overloaded with family responsibilities,4
21,Female,34,31,20,28,26,Home maintenance (inside),3
21,Female,34,31,20,28,26,Concerns about medical treatment,4
21,Female,34,31,20,28,26,Physical illness,4
21,Female,34,31,20,28,26,Side effects of medication,4
21,Female,34,31,20,28,26,Concerns about health in general,4
21,Female,34,31,20,28,26,Concerns about bodily functions,4
21,Female,34,31,20,28,26,Dissatisfaction with academic performance,4
21,Female,34,31,20,28,26,Challenges with instructors,3
21,Female,34,31,20,28,26,Discontent with current academic responsibilities,4
21,Female,34,31,20,28,26,Concerns regarding academic transitions,3
21,Female,34,31,20,28,26,Difficulties with peers or classmates,4
21,Female,34,31,20,28,26,Challenges in managing group projects,3
21,Female,34,31,20,28,26,Getting late to class,3
18,Female,43,39,21,31,25,Misplacing or losing things,2
18,Female,43,39,21,31,25,Silly practical mistakes,2
18,Female,43,39,21,31,25,Trouble with pets,1
18,Female,43,39,21,31,25,Difficulties with friends,1
18,Female,43,39,21,31,25,Regrets over past decision/s,3
18,Female,43,39,21,31,25,Concerned about the meaning of life,5
18,Female,43,39,21,31,25,Being lonely,2
18,Female,43,39,21,31,25,Inability to express oneself,3
18,Female,43,39,21,31,25,Fear of rejection,4
18,Female,43,39,21,31,25,Trouble making decisions,3
18,Female,43,39,21,31,25,Physical appearance,3
18,Female,43,39,21,31,25,Not seeing people,2
18,Female,43,39,21,31,25,Troubling thoughts about one’s future,5
18,Female,43,39,21,31,25,Not enough personal energy,3
18,Female,43,39,21,31,25,Concerns about getting ahead,3
18,Female,43,39,21,31,25,Fear of confrontation,1
18,Female,43,39,21,31,25,Wasting time,5
18,Female,43,39,21,31,25,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",2
18,Female,43,39,21,31,25,Not enough money for wants (entertainment and recreation),2
18,Female,43,39,21,31,25,Concerns about owing money,1
18,Female,43,39,21,31,25,Concerns about money for emergencies,2
18,Female,43,39,21,31,25,Financial security,2
18,Female,43,39,21,31,25,Not enough time to do things one needs to,2
18,Female,43,39,21,31,25,Too many responsibilities,3
18,Female,43,39,21,31,25,Not getting enough rest,3
18,Female,43,39,21,31,25,Too many interruptions,2
18,Female,43,39,21,31,25,Not enough time for entertainment and recreation,2
18,Female,43,39,21,31,25,Too many meetings,2
18,Female,43,39,21,31,25,Social obligations,2
18,Female,43,39,21,31,25,Concerns about meeting high standards,4
18,Female,43,39,21,31,25,Noise,3
18,Female,43,39,21,31,25,Pollution,3
18,Female,43,39,21,31,25,Crime,1
18,Female,43,39,21,31,25,Traffic,5
18,Female,43,39,21,31,25,Concerns about news events,3
18,Female,43,39,21,31,25,Rising prices of common goods,4
18,Female,43,39,21,31,25,Concerns about accidents,3
18,Female,43,39,21,31,25,Yardwork or outside home maintenance,1
18,Female,43,39,21,31,25,Overloaded with family responsibilities,1
18,Female,43,39,21,31,25,Home maintenance (inside),2
18,Female,43,39,21,31,25,Concerns about medical treatment,1
18,Female,43,39,21,31,25,Physical illness,3
18,Female,43,39,21,31,25,Side effects of medication,3
18,Female,43,39,21,31,25,Concerns about health in general,4
18,Female,43,39,21,31,25,Concerns about bodily functions,3
18,Female,43,39,21,31,25,Dissatisfaction with academic performance,1
18,Female,43,39,21,31,25,Challenges with instructors,2
18,Female,43,39,21,31,25,Discontent with current academic responsibilities,1
18,Female,43,39,21,31,25,Concerns regarding academic transitions,3
18,Female,43,39,21,31,25,Difficulties with peers or classmates,1
18,Female,43,39,21,31,25,Challenges in managing group projects,1
18,Female,43,39,21,31,25,Getting late to class,3
21,Male,38,25,24,36,19,Misplacing or losing things,1
21,Male,38,25,24,36,19,Silly practical mistakes,1
21,Male,38,25,24,36,19,Trouble with pets,1
21,Male,38,25,24,36,19,Difficulties with friends,2
21,Male,38,25,24,36,19,Regrets over past decision/s,1
21,Male,38,25,24,36,19,Concerned about the meaning of life,1
21,Male,38,25,24,36,19,Being lonely,1
21,Male,38,25,24,36,19,Inability to express oneself,1
21,Male,38,25,24,36,19,Fear of rejection,1
21,Male,38,25,24,36,19,Trouble making decisions,1
21,Male,38,25,24,36,19,Physical appearance,2
21,Male,38,25,24,36,19,Not seeing people,1
21,Male,38,25,24,36,19,Troubling thoughts about one’s future,2
21,Male,38,25,24,36,19,Not enough personal energy,2
21,Male,38,25,24,36,19,Concerns about getting ahead,2
21,Male,38,25,24,36,19,Fear of confrontation,1
21,Male,38,25,24,36,19,Wasting time,1
21,Male,38,25,24,36,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",1
21,Male,38,25,24,36,19,Not enough money for wants (entertainment and recreation),1
21,Male,38,25,24,36,19,Concerns about owing money,2
21,Male,38,25,24,36,19,Concerns about money for emergencies,1
21,Male,38,25,24,36,19,Financial security,2
21,Male,38,25,24,36,19,Not enough time to do things one needs to,3
21,Male,38,25,24,36,19,Too many responsibilities,4
21,Male,38,25,24,36,19,Not getting enough rest,3
21,Male,38,25,24,36,19,Too many interruptions,2
21,Male,38,25,24,36,19,Not enough time for entertainment and recreation,4
21,Male,38,25,24,36,19,Too many meetings,2
21,Male,38,25,24,36,19,Social obligations,1
21,Male,38,25,24,36,19,Concerns about meeting high standards,1
21,Male,38,25,24,36,19,Noise,3
21,Male,38,25,24,36,19,Pollution,4
21,Male,38,25,24,36,19,Crime,2
21,Male,38,25,24,36,19,Traffic,1
21,Male,38,25,24,36,19,Concerns about news events,1
21,Male,38,25,24,36,19,Rising prices of common goods,1
21,Male,38,25,24,36,19,Concerns about accidents,2
21,Male,38,25,24,36,19,Yardwork or outside home maintenance,1
21,Male,38,25,24,36,19,Overloaded with family responsibilities,1
21,Male,38,25,24,36,19,Home maintenance (inside),1
21,Male,38,25,24,36,19,Concerns about medical treatment,1
21,Male,38,25,24,36,19,Physical illness,2
21,Male,38,25,24,36,19,Side effects of medication,1
21,Male,38,25,24,36,19,Concerns about health in general,2
21,Male,38,25,24,36,19,Concerns about bodily functions,1
21,Male,38,25,24,36,19,Dissatisfaction with academic performance,2
21,Male,38,25,24,36,19,Challenges with instructors,2
21,Male,38,25,24,36,19,Discontent with current academic responsibilities,3
