Age,Gender,O,C,E,A,N,Hassle,Severity
21,Male,38,18,18,29,20,Pollution,3
21,Male,38,18,18,29,20,Crime,3
21,Male,38,18,18,29,20,Traffic,3
21,Male,38,18,18,29,20,Concerns about news events,3
21,Male,38,18,18,29,20,Rising prices of common goods,3
21,Male,38,18,18,29,20,Concerns about accidents,2
19,Female,38,27,19,30,31,Pollution,4
19,Female,38,27,19,30,31,Crime,4
19,Female,38,27,19,30,31,Traffic,4
19,Female,38,27,19,30,31,Concerns about news events,4
19,Female,38,27,19,30,31,Rising prices of common goods,4
19,Female,38,27,19,30,31,Concerns about accidents,4
