Age,Gender,O,C,E,A,N,Hassle,Severity
21,Male,43,37,29,27,30,Inability to express oneself,3
21,Male,43,37,29,27,30,Fear of rejection,5
21,Male,43,37,29,27,30,Trouble making decisions,3
21,Male,43,37,29,27,30,Physical appearance,3
21,Male,43,37,29,27,30,Not seeing people,3
21,Male,43,37,29,27,30,Not enough personal energy,2
21,Male,43,37,29,27,30,Concerns about getting ahead,5
21,Male,43,37,29,27,30,Fear of confrontation,1
21,Male,43,37,29,27,30,Wasting time,2
22,Female,33,37,21,35,24,Regrets over past decision/s,1
22,Female,33,37,21,35,24,Concerned about the meaning of life,1
22,Female,33,37,21,35,24,Being lonely,2
22,Female,33,37,21,35,24,Inability to express oneself,2
22,Female,33,37,21,35,24,Fear of rejection,3
22,Female,33,37,21,35,24,Trouble making decisions,2
22,Female,33,37,21,35,24,Physical appearance,2
22,Female,33,37,21,35,24,Not seeing people,1
22,Female,33,37,21,35,24,Not enough personal energy,3
22,Female,33,37,21,35,24,Concerns about getting ahead,3
22,Female,33,37,21,35,24,Fear of confrontation,3
22,Female,33,37,21,35,24,Wasting time,2
21,Female,39,31,22,30,32,Regrets over past decision/s,4
21,Female,39,31,22,30,32,Concerned about the meaning of life,3
21,Female,39,31,22,30,32,Being lonely,5
21,Female,39,31,22,30,32,Inability to express oneself,5
21,Female,39,31,22,30,32,Fear of rejection,5
21,Female,39,31,22,30,32,Trouble making decisions,4
21,Female,39,31,22,30,32,Physical appearance,5
21,Female,39,31,22,30,32,Not seeing people,5
21,Female,39,31,22,30,32,Not enough personal energy,5
21,Female,39,31,22,30,32,Concerns about getting ahead,5
21,Female,39,31,22,30,32,Fear of confrontation,4
21,Female,39,31,22,30,32,Wasting time,5
20,Male,48,27,23,33,28,Regrets over past decision/s,4
20,Male,48,27,23,33,28,Concerned about the meaning of life,5
20,Male,48,27,23,33,28,Being lonely,5
20,Male,48,27,23,33,28,Inability to express oneself,4
20,Male,48,27,23,33,28,Fear of rejection,4
20,Male,48,27,23,33,28,Trouble making decisions,5
20,Male,48,27,23,33,28,Physical appearance,3
20,Male,48,27,23,33,28,Not seeing people,3
20,Male,48,27,23,33,28,Not enough personal energy,4
20,Male,48,27,23,33,28,Concerns about getting ahead,4
20,Male,48,27,23,33,28,Fear of confrontation,3
20,Male,48,27,23,33,28,Wasting time,5
19,Female,38,32,30,33,25,Regrets over past decision/s,3
19,Female,38,32,30,33,25,Concerned about the meaning of life,4
19,Female,38,32,30,33,25,Being lonely,3
19,Female,38,32,30,33,25,Inability to express oneself,3
19,Female,38,32,30,33,25,Fear of rejection,4
19,Female,38,32,30,33,25,Trouble making decisions,4
19,Female,38,32,30,33,25,Physical appearance,3
19,Female,38,32,30,33,25,Not seeing people,2
19,Female,38,32,30,33,25,Not enough personal energy,3
19,Female,38,32,30,33,25,Concerns about getting ahead,3
19,Female,38,32,30,33,25,Fear of confrontation,3
19,Female,38,32,30,33,25,Wasting time,3
21,Male,33,25,20,28,19,Regrets over past decision/s,3
21,Male,33,25,20,28,19,Concerned about the meaning of life,2
21,Male,33,25,20,28,19,Being lonely,1
21,Male,33,25,20,28,19,Inability to express oneself,2
21,Male,33,25,20,28,19,Fear of rejection,2
21,Male,33,25,20,28,19,Trouble making decisions,2
21,Male,33,25,20,28,19,Physical appearance,1
21,Male,33,25,20,28,19,Not seeing people,1
21,Male,33,25,20,28,19,Not enough personal energy,1
21,Male,33,25,20,28,19,Concerns about getting ahead,1
21,Male,33,25,20,28,19,Fear of confrontation,2
21,Male,33,25,20,28,19,Wasting time,2
22,Male,32,31,27,35,23,Regrets over past decision/s,3
22,Male,32,31,27,35,23,Concerned about the meaning of life,4
22,Male,32,31,27,35,23,Being lonely,1
22,Male,32,31,27,35,23,Inability to express oneself,2
22,Male,32,31,27,35,23,Fear of rejection,2
22,Male,32,31,27,35,23,Trouble making decisions,1
22,Male,32,31,27,35,23,Physical appearance,3
22,Male,32,31,27,35,23,Not seeing people,1
22,Male,32,31,27,35,23,Not enough personal energy,1
22,Male,32,31,27,35,23,Concerns about getting ahead,2
22,Male,32,31,27,35,23,Fear of confrontation,2
22,Male,32,31,27,35,23,Wasting time,1
21,Male,38,29,22,27,27,Regrets over past decision/s,3
21,Male,38,29,22,27,27,Concerned about the meaning of life,3
21,Male,38,29,22,27,27,Being lonely,4
21,Male,38,29,22,27,27,Inability to express oneself,2
21,Male,38,29,22,27,27,Fear of rejection,2
21,Male,38,29,22,27,27,Trouble making decisions,3
21,Male,38,29,22,27,27,Physical appearance,4
21,Male,38,29,22,27,27,Not seeing people,4
21,Male,38,29,22,27,27,Not enough personal energy,2
21,Male,38,29,22,27,27,Concerns about getting ahead,3
21,Male,38,29,22,27,27,Fear of confrontation,3
21,Male,38,29,22,27,27,Wasting time,3
21,Female,33,29,31,29,30,Regrets over past decision/s,5
21,Female,33,29,31,29,30,Concerned about the meaning of life,1
21,Female,33,29,31,29,30,Being lonely,5
21,Female,33,29,31,29,30,Inability to express oneself,4
21,Female,33,29,31,29,30,Fear of rejection,1
21,Female,33,29,31,29,30,Trouble making decisions,4
21,Female,33,29,31,29,30,Physical appearance,5
21,Female,33,29,31,29,30,Not seeing people,1
21,Female,33,29,31,29,30,Not enough personal energy,3
21,Female,33,29,31,29,30,Concerns about getting ahead,2
21,Female,33,29,31,29,30,Fear of confrontation,1
21,Female,33,29,31,29,30,Wasting time,4
22,Female,32,42,25,37,18,Regrets over past decision/s,3
22,Female,32,42,25,37,18,Concerned about the meaning of life,3
22,Female,32,42,25,37,18,Being lonely,4
22,Female,32,42,25,37,18,Inability to express oneself,5
22,Female,32,42,25,37,18,Fear of rejection,4
22,Female,32,42,25,37,18,Trouble making decisions,4
22,Female,32,42,25,37,18,Physical appearance,3
22,Female,32,42,25,37,18,Not seeing people,4
22,Female,32,42,25,37,18,Not enough personal energy,4
22,Female,32,42,25,37,18,Concerns about getting ahead,4
22,Female,32,42,25,37,18,Fear of confrontation,5
22,Female,32,42,25,37,18,Wasting time,4
21,Male,35,30,21,31,26,Regrets over past decision/s,4
21,Male,35,30,21,31,26,Concerned about the meaning of life,3
21,Male,35,30,21,31,26,Being lonely,4
21,Male,35,30,21,31,26,Inability to express oneself,4
21,Male,35,30,21,31,26,Fear of rejection,4
21,Male,35,30,21,31,26,Trouble making decisions,5
21,Male,35,30,21,31,26,Physical appearance,3
21,Male,35,30,21,31,26,Not seeing people,3
21,Male,35,30,21,31,26,Not enough personal energy,3
21,Male,35,30,21,31,26,Concerns about getting ahead,4
21,Male,35,30,21,31,26,Fear of confrontation,3
21,Male,35,30,21,31,26,Wasting time,3
20,Genderfluid,39,31,28,28,27,Regrets over past decision/s,5
20,Genderfluid,39,31,28,28,27,Concerned about the meaning of life,4
20,Genderfluid,39,31,28,28,27,Being lonely,4
20,Genderfluid,39,31,28,28,27,Inability to express oneself,4
20,Genderfluid,39,31,28,28,27,Fear of rejection,1
20,Genderfluid,39,31,28,28,27,Trouble making decisions,3
20,Genderfluid,39,31,28,28,27,Physical appearance,2
20,Genderfluid,39,31,28,28,27,Not seeing people,4
20,Genderfluid,39,31,28,28,27,Not enough personal energy,4
20,Genderfluid,39,31,28,28,27,Concerns about getting ahead,4
20,Genderfluid,39,31,28,28,27,Fear of confrontation,5
20,Genderfluid,39,31,28,28,27,Wasting time,5
19,Female,31,32,25,29,29,Regrets over past decision/s,3
19,Female,31,32,25,29,29,Concerned about the meaning of life,3
19,Female,31,32,25,29,29,Being lonely,3
19,Female,31,32,25,29,29,Inability to express oneself,3
19,Female,31,32,25,29,29,Fear of rejection,4
19,Female,31,32,25,29,29,Trouble making decisions,3
19,Female,31,32,25,29,29,Physical appearance,4
19,Female,31,32,25,29,29,Not seeing people,3
19,Female,31,32,25,29,29,Not enough personal energy,3
19,Female,31,32,25,29,29,Concerns about getting ahead,3
19,Female,31,32,25,29,29,Fear of confrontation,3
19,Female,31,32,25,29,29,Wasting time,3
19,Female,37,32,31,31,31,Regrets over past decision/s,4
19,Female,37,32,31,31,31,Concerned about the meaning of life,4
19,Female,37,32,31,31,31,Being lonely,5
19,Female,37,32,31,31,31,Inability to express oneself,1
19,Female,37,32,31,31,31,Fear of rejection,2
19,Female,37,32,31,31,31,Trouble making decisions,4
19,Female,37,32,31,31,31,Physical appearance,3
19,Female,37,32,31,31,31,Not seeing people,1
19,Female,37,32,31,31,31,Not enough personal energy,1
19,Female,37,32,31,31,31,Concerns about getting ahead,1
19,Female,37,32,31,31,31,Fear of confrontation,4
19,Female,37,32,31,31,31,Wasting time,4
19,Female,36,33,28,28,23,Regrets over past decision/s,2
19,Female,36,33,28,28,23,Concerned about the meaning of life,2
19,Female,36,33,28,28,23,Being lonely,1
19,Female,36,33,28,28,23,Inability to express oneself,1
19,Female,36,33,28,28,23,Fear of rejection,2
19,Female,36,33,28,28,23,Trouble making decisions,1
19,Female,36,33,28,28,23,Physical appearance,2
19,Female,36,33,28,28,23,Not seeing people,1
19,Female,36,33,28,28,23,Not enough personal energy,2
19,Female,36,33,28,28,23,Concerns about getting ahead,1
19,Female,36,33,28,28,23,Fear of confrontation,1
19,Female,36,33,28,28,23,Wasting time,3
