Age,Gender,O,C,E,A,N,Hassle,Severity
21,Female,34,31,20,28,26,Yardwork or outside home maintenance,3
21,Female,34,31,20,28,26,Overloaded with family responsibilities,4
21,Female,34,31,20,28,26,Home maintenance (inside),3
22,Female,33,37,21,35,24,Yardwork or outside home maintenance,1
22,Female,33,37,21,35,24,Overloaded with family responsibilities,3
22,Female,33,37,21,35,24,Home maintenance (inside),2
22,Female,32,42,25,37,18,Yardwork or outside home maintenance,3
22,Female,32,42,25,37,18,Overloaded with family responsibilities,4
22,Female,32,42,25,37,18,Home maintenance (inside),2
21,Male,36,31,19,32,26,Yardwork or outside home maintenance,2
21,Male,36,31,19,32,26,Overloaded with family responsibilities,2
21,Male,36,31,19,32,26,Home maintenance (inside),2
20,Female,43,37,33,29,26,Yardwork or outside home maintenance,2
20,Female,43,37,33,29,26,Overloaded with family responsibilities,2
20,Female,43,37,33,29,26,Home maintenance (inside),1
20,Others,36,20,22,31,29,Yardwork or outside home maintenance,1
20,Others,36,20,22,31,29,Overloaded with family responsibilities,2
20,Others,36,20,22,31,29,Home maintenance (inside),2
21,Male,35,30,21,31,26,Yardwork or outside home maintenance,3
21,Male,35,30,21,31,26,Overloaded with family responsibilities,3
21,Male,35,30,21,31,26,Home maintenance (inside),3
21,Male,38,25,24,36,19,Yardwork or outside home maintenance,1
21,Male,38,25,24,36,19,Overloaded with family responsibilities,1
21,Male,38,25,24,36,19,Home maintenance (inside),1
19,Female,43,24,30,35,25,Yardwork or outside home maintenance,1
19,Female,43,24,30,35,25,Overloaded with family responsibilities,3
19,Female,43,24,30,35,25,Home maintenance (inside),2
19,Female,44,29,20,31,24,Yardwork or outside home maintenance,1
19,Female,44,29,20,31,24,Overloaded with family responsibilities,1
19,Female,44,29,20,31,24,Home maintenance (inside),1
19,Female,33,24,16,35,28,Yardwork or outside home maintenance,2
19,Female,33,24,16,35,28,Overloaded with family responsibilities,2
19,Female,33,24,16,35,28,Home maintenance (inside),2
19,Female,40,39,28,30,17,Yardwork or outside home maintenance,2
19,Female,40,39,28,30,17,Overloaded with family responsibilities,2
19,Female,40,39,28,30,17,Home maintenance (inside),2
19,Female,36,23,32,25,26,Yardwork or outside home maintenance,1
19,Female,36,23,32,25,26,Overloaded with family responsibilities,1
19,Female,36,23,32,25,26,Home maintenance (inside),1
21,Female,40,27,20,18,27,Yardwork or outside home maintenance,1
21,Female,40,27,20,18,27,Overloaded with family responsibilities,1
21,Female,40,27,20,18,27,Home maintenance (inside),2
22,Male,32,31,27,35,23,Yardwork or outside home maintenance,1
22,Male,32,31,27,35,23,Overloaded with family responsibilities,1
22,Male,32,31,27,35,23,Home maintenance (inside),1
19,Female,30,21,19,32,24,Yardwork or outside home maintenance,3
19,Female,30,21,19,32,24,Overloaded with family responsibilities,4
19,Female,30,21,19,32,24,Home maintenance (inside),3
21,Female,39,30,34,39,19,Yardwork or outside home maintenance,3
21,Female,39,30,34,39,19,Overloaded with family responsibilities,3
21,Female,39,30,34,39,19,Home maintenance (inside),3
19,Others,38,20,19,28,31,Yardwork or outside home maintenance,1
19,Others,38,20,19,28,31,Overloaded with family responsibilities,2
19,Others,38,20,19,28,31,Home maintenance (inside),1
19,Female,44,30,20,25,37,Yardwork or outside home maintenance,1
19,Female,44,30,20,25,37,Overloaded with family responsibilities,3
19,Female,44,30,20,25,37,Home maintenance (inside),1
21,Female,33,29,31,29,30,Yardwork or outside home maintenance,2
21,Female,33,29,31,29,30,Overloaded with family responsibilities,2
21,Female,33,29,31,29,30,Home maintenance (inside),2
21,Male,34,28,16,23,33,Yardwork or outside home maintenance,1
21,Male,34,28,16,23,33,Overloaded with family responsibilities,1
21,Male,34,28,16,23,33,Home maintenance (inside),1
18,Female,43,39,21,31,25,Yardwork or outside home maintenance,1
18,Female,43,39,21,31,25,Overloaded with family responsibilities,1
18,Female,43,39,21,31,25,Home maintenance (inside),2
21,Male,38,29,22,27,27,Yardwork or outside home maintenance,1
21,Male,38,29,22,27,27,Overloaded with family responsibilities,3
21,Male,38,29,22,27,27,Home maintenance (inside),3
20,Male,48,27,23,33,28,Yardwork or outside home maintenance,2
20,Male,48,27,23,33,28,Overloaded with family responsibilities,2
20,Male,48,27,23,33,28,Home maintenance (inside),2
21,Male,36,27,18,31,32,Yardwork or outside home maintenance,1
21,Male,36,27,18,31,32,Overloaded with family responsibilities,2
21,Male,36,27,18,31,32,Home maintenance (inside),1
21,Male,33,25,20,28,19,Yardwork or outside home maintenance,1
21,Male,33,25,20,28,19,Overloaded with family responsibilities,1
21,Male,33,25,20,28,19,Home maintenance (inside),2
20,Female,40,26,23,25,28,Yardwork or outside home maintenance,1
20,Female,40,26,23,25,28,Overloaded with family responsibilities,1
20,Female,40,26,23,25,28,Home maintenance (inside),1
22,Male,33,33,26,37,17,Yardwork or outside home maintenance,1
22,Male,33,33,26,37,17,Overloaded with family responsibilities,1
22,Male,33,33,26,37,17,Home maintenance (inside),2
21,Female,42,28,20,39,19,Yardwork or outside home maintenance,2
21,Female,42,28,20,39,19,Overloaded with family responsibilities,1
21,Female,42,28,20,39,19,Home maintenance (inside),1
19,Female,39,36,23,27,29,Yardwork or outside home maintenance,1
19,Female,39,36,23,27,29,Overloaded with family responsibilities,1
19,Female,39,36,23,27,29,Home maintenance (inside),1
21,Male,38,18,18,29,20,Yardwork or outside home maintenance,1
21,Male,38,18,18,29,20,Overloaded with family responsibilities,2
21,Male,38,18,18,29,20,Home maintenance (inside),2
19,Female,38,27,19,30,31,Yardwork or outside home maintenance,2
19,Female,38,27,19,30,31,Overloaded with family responsibilities,3
19,Female,38,27,19,30,31,Home maintenance (inside),1
